C++,1000,0.00598096
CPython,1000,0.2085
Mypy,1000,0.0296
Cython,1000,0.1433
Cython annotated,1000,0.0377
Cython pyx,1000,0.0056
Numba,1000,0.3196
Taichi (Taichi NDArray),1000,0.0254
Taichi prealloc,1000,0.0200
